pilotRank,queueId,priority,score,workstream,productSignal,authoritySignal,normalizedChars,canonicalGroupId,groupSize,sourcePath,combinedPath
200,ingest-1781569954407-wh1,P1_CORE_RA_EVIDENCE,274,submission_authority,Unclassified,general,88107,37d9252db23c,5,raw/sources/RA/04_제품별 인허가 진행 문서/05_Blue (G1417MCW 외 7종)/▶ 시험소/06. Usability 보완_250103/05. 주요 부품 인증서 + 사양서/60-2230C/EN_60SIPT-602230C/EN 300 328 V2.2.2_2.4G WLAN_ST60-2230C_ER740701-11AC.pdf,raw/sources/_preprocessed/RA/_combined/bc1938ffafab/EN 300 328 V2.2.2_2.4G WLAN_ST60-2230C_ER740701-11AC__bc1938ffafab_combined.txt
201,ingest-1781569954386-fjr,P1_CORE_RA_EVIDENCE,274,submission_authority,Unclassified,general,86879,753f8f61dbde,5,"raw/sources/RA/04_제품별 인허가 진행 문서/05_Blue (G1417MCW 외 7종)/▶ 시험소/06. Usability 보완_250103/05. 주요 부품 인증서 + 사양서/60-2230C/EN_60SIPT-602230C/EN 300 328 V2.2.2_2.4G WLAN_ST60-SIPT,ST60-2230C_ER740701-08AC.pdf","raw/sources/_preprocessed/RA/_combined/3ac34f133f5b/EN 300 328 V2.2.2_2.4G WLAN_ST60-SIPT,ST60-2230C_ER740701-08AC__3ac34f133f5b_combined.txt"
202,ingest-1781569954389-isp,P1_CORE_RA_EVIDENCE,274,submission_authority,Unclassified,general,74358,c47d81c4a727,5,raw/sources/RA/04_제품별 인허가 진행 문서/05_Blue (G1417MCW 외 7종)/▶ 시험소/06. Usability 보완_250103/05. 주요 부품 인증서 + 사양서/60-2230C/EN_60SIPT-602230C/EN 300 440 V2.1.1_CE 5G B4_ST60-2230C_EQ740701-11.pdf,raw/sources/_preprocessed/RA/_combined/535deb937663/EN 300 440 V2.1.1_CE 5G B4_ST60-2230C_EQ740701-11__535deb937663_combined.txt
203,ingest-1781569954412-10uj,P1_CORE_RA_EVIDENCE,274,submission_authority,Unclassified,general,73186,adb27ce58c02,5,"raw/sources/RA/04_제품별 인허가 진행 문서/05_Blue (G1417MCW 외 7종)/▶ 시험소/06. Usability 보완_250103/05. 주요 부품 인증서 + 사양서/60-2230C/EN_60SIPT-602230C/EN 300 440_ST60-SIPT,ST60-2230C,ST60-2230C-P__EQ740701-06.pdf","raw/sources/_preprocessed/RA/_combined/ddccf4ceeb60/EN 300 440_ST60-SIPT,ST60-2230C,ST60-2230C-P__EQ740701-06__ddccf4ceeb60_combined.txt"
204,ingest-1781569954411-109z,P1_CORE_RA_EVIDENCE,274,submission_authority,Unclassified,general,52253,0d5d2670c4c2,5,raw/sources/RA/04_제품별 인허가 진행 문서/05_Blue (G1417MCW 외 7종)/▶ 시험소/06. Usability 보완_250103/05. 주요 부품 인증서 + 사양서/60-2230C/EN_60SIPT-602230C/EN 300 328 V2.2.2_2.4G BT EDR_ST60-2230C_ER740701-11AD.pdf,raw/sources/_preprocessed/RA/_combined/d9554a30327f/EN 300 328 V2.2.2_2.4G BT EDR_ST60-2230C_ER740701-11AD__d9554a30327f_combined.txt
205,ingest-1781569954414-1323,P1_CORE_RA_EVIDENCE,274,submission_authority,Unclassified,general,51411,b41b0d7e2ad6,5,"raw/sources/RA/04_제품별 인허가 진행 문서/05_Blue (G1417MCW 외 7종)/▶ 시험소/06. Usability 보완_250103/05. 주요 부품 인증서 + 사양서/60-2230C/EN_60SIPT-602230C/EN 300 328 V2.2.2_2.4G BT EDR_ST60-SIPT,ST60-2230C_ER740701-08AD.pdf","raw/sources/_preprocessed/RA/_combined/ee88c0dee00b/EN 300 328 V2.2.2_2.4G BT EDR_ST60-SIPT,ST60-2230C_ER740701-08AD__ee88c0dee00b_combined.txt"
206,ingest-1781569954411-zmq,P1_CORE_RA_EVIDENCE,274,submission_authority,Unclassified,general,36706,00db818085d4,5,raw/sources/RA/04_제품별 인허가 진행 문서/05_Blue (G1417MCW 외 7종)/▶ 시험소/06. Usability 보완_250103/05. 주요 부품 인증서 + 사양서/60-2230C/EN_60SIPT-602230C/EN 300 328 V2.2.2_2.4G BT LE_ST60-2230C_ER740701-11AE.pdf,raw/sources/_preprocessed/RA/_combined/d45a3035233d/EN 300 328 V2.2.2_2.4G BT LE_ST60-2230C_ER740701-11AE__d45a3035233d_combined.txt
207,ingest-1781569954411-zn1,P1_CORE_RA_EVIDENCE,274,submission_authority,Unclassified,general,35865,9951699dc2f8,5,"raw/sources/RA/04_제품별 인허가 진행 문서/05_Blue (G1417MCW 외 7종)/▶ 시험소/06. Usability 보완_250103/05. 주요 부품 인증서 + 사양서/60-2230C/EN_60SIPT-602230C/EN 300 328 V2.2.2_2.4G BT LE_ST60-SIPT,ST60-2230C_ER740701-08AE.pdf","raw/sources/_preprocessed/RA/_combined/d46df55a82fd/EN 300 328 V2.2.2_2.4G BT LE_ST60-SIPT,ST60-2230C_ER740701-08AE__d46df55a82fd_combined.txt"
208,ingest-1781569954380-9y2,P1_CORE_RA_EVIDENCE,274,submission_authority,Unclassified,general,19929,534cf657b3c8,5,raw/sources/RA/04_제품별 인허가 진행 문서/05_Blue (G1417MCW 외 7종)/▶ 시험소/06. Usability 보완_250103/05. 주요 부품 인증서 + 사양서/60-2230C/EN_60SIPT-602230C/EN 301 893 V2.1.1_DFS Client_ST60-2230C_EY740701-11AN.pdf,raw/sources/_preprocessed/RA/_combined/100790451a4f/EN 301 893 V2.1.1_DFS Client_ST60-2230C_EY740701-11AN__100790451a4f_combined.txt
209,ingest-1781569954389-jd3,P1_CORE_RA_EVIDENCE,274,submission_authority,Unclassified,general,17382,7a3985b66b02,5,raw/sources/RA/04_제품별 인허가 진행 문서/05_Blue (G1417MCW 외 7종)/▶ 시험소/06. Usability 보완_250103/05. 주요 부품 인증서 + 사양서/60-2230C/EN_60SIPT-602230C/EN 301 893 - 60-SIPT_60-2230C - EY740701 R02.pdf,raw/sources/_preprocessed/RA/_combined/57d4ec77a20f/EN 301 893 - 60-SIPT_60-2230C - EY740701 R02__57d4ec77a20f_combined.txt
210,ingest-1781569954394-oc4,P1_CORE_RA_EVIDENCE,274,submission_authority,Unclassified,general,8538,19fb504a2c1f,5,raw/sources/RA/04_제품별 인허가 진행 문서/05_Blue (G1417MCW 외 7종)/▶ 시험소/06. Usability 보완_250103/05. 주요 부품 인증서 + 사양서/60-2230C/EN_60SIPT-602230C/EN 50385_62311_50665_RFExp_ST60-2230C_EA740701-11.pdf,raw/sources/_preprocessed/RA/_combined/7dc9ea8c2cfe/EN 50385_62311_50665_RFExp_ST60-2230C_EA740701-11__7dc9ea8c2cfe_combined.txt
211,ingest-1781569954384-e98,P1_CORE_RA_EVIDENCE,274,submission_authority,Unclassified,general,7794,f0a8d4d08afc,5,raw/sources/RA/04_제품별 인허가 진행 문서/05_Blue (G1417MCW 외 7종)/▶ 시험소/06. Usability 보완_250103/05. 주요 부품 인증서 + 사양서/60-2230C/EN_60SIPT-602230C/EN 50385_6231_50665_RF Exp_ST60-SIPT_ST60-2230C_EA740701-08.pdf,raw/sources/_preprocessed/RA/_combined/30ce4a9118b1/EN 50385_6231_50665_RF Exp_ST60-SIPT_ST60-2230C_EA740701-08__30ce4a9118b1_combined.txt
212,ingest-1781569954418-16jr,P1_CORE_RA_EVIDENCE,274,submission_authority,HAD/A/F 1417-1717,general,20831,3e1b803b764a,4,"raw/sources/DHF (인허가)/03_A1417MCW, A1717MCW, F1417MCW/03_설계개발 출력/02_CCL 및 승인원/기구/A1417MCW/대진아이엠/MI60-01063A_SPACER-INSULATION DET_ED00.xlsx",raw/sources/_preprocessed/DHF (인허가)/_combined/4acc5595df38/MI60-01063A_SPACER-INSULATION DET_ED00__4acc5595df38_combined.txt
213,ingest-1781569954417-1615,P1_CORE_RA_EVIDENCE,274,submission_authority,CYAN,MFDS/domestic,2328,2cc9fb8b7132,4,"raw/sources/DHF (인허가)/07_(CYAN) GT1717C, GT1717CP/91_인증 - 국내/02. G series + CYAN/3. 보완(제출)★/★보완제출문서/03 기술문서 심사에 관한 자료/03 제품의 성능 및 안전을 확인하기 위한 자료 (Rev)/01 전기·기계적 안전에 관한 자료/2.1 [GT1717C] IEC60601-1 CB Certificate 1 (ed.3.2 CB).pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/2b57167c4e49/2.1 [GT1717C] IEC60601-1 CB Certificate 1 (ed.3.2 CB)__2b57167c4e49_combined.txt
214,ingest-1781569954417-15hi,P1_CORE_RA_EVIDENCE,274,submission_authority,HAD/A/F 1417-1717,general,38529,d9f5faf42247,1,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/03_설계개발 출력/02_CCL 및 승인원/승인원/기구/환경자료/동인산업/H&Abyz MSDS& 시험성적서/A5XXX_MSDS_2015년.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/0d0710940aa1/A5XXX_MSDS_2015년__0d0710940aa1_combined.txt
215,ingest-1781569954417-15q7,P1_CORE_RA_EVIDENCE,274,submission_authority,HAD/A/F 1417-1717,MFDS/domestic,14529,b28a01060ffb,1,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/03_설계개발 출력/02_CCL 및 승인원/승인원/기구/환경자료/동인산업/H&Abyz MSDS& 시험성적서/GI-MSDS-30-180312(GHS).pptx.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/1a49cd5bdd44/GI-MSDS-30-180312(GHS).pptx__1a49cd5bdd44_combined.txt
216,ingest-1781569954419-17py,P1_CORE_RA_EVIDENCE,274,submission_authority,HAD/A/F 1417-1717,MFDS/domestic,13674,fb59932a001e,1,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/03_설계개발 출력/02_CCL 및 승인원/승인원/기구/환경자료/동인산업/H&Abyz MSDS& 시험성적서/MSDS SUS303 (2015).pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/8e1d8cb52f2b/MSDS SUS303 (2015)__8e1d8cb52f2b_combined.txt
217,ingest-1781569954421-19cj,P1_CORE_RA_EVIDENCE,274,submission_authority,HAD/A/F 1417-1717,general,6149,99d5d2523d80,1,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/03_설계개발 출력/02_CCL 및 승인원/승인원/기구/환경자료/동인산업/H&Abyz MSDS& 시험성적서/MSDS_XLIM(ENG)20190103.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/ef34c809ffa3/MSDS_XLIM(ENG)20190103__ef34c809ffa3_combined.txt
218,ingest-1781569954421-197s,P1_CORE_RA_EVIDENCE,274,submission_authority,HAD/A/F 1417-1717,general,1183,4edf064bffed,1,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/05_설계개발 검증 및 유효성 확인/14_신뢰성/품질 신뢰성/자사 Detector 환경 신뢰성 평가 결과 보고서_190325_rev0.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/e79a46672a97/자사 Detector 환경 신뢰성 평가 결과 보고서_190325_rev0__e79a46672a97_combined.txt
219,ingest-1781569954372-2ad,P1_CORE_RA_EVIDENCE,272,submission_authority,HnX,FDA,4129,df11cd9dbb28,2,"raw/sources/RA/05_해외 등록 서류 (영업팀 F-up)/260121 터키 EKOL, 1G, 23G  등록서류 - 이경수 이사님/260121 1차 제출본/자사 의료기기 UDI-DI (Basic UDI 검증) 관리대장 20251021.xlsx",raw/sources/_preprocessed/RA/_combined/4a02dc35f13f/자사 의료기기 UDI-DI (Basic UDI 검증) 관리대장 20251021__4a02dc35f13f_combined.txt
220,ingest-1781569954375-4v5,P1_CORE_RA_EVIDENCE,270,submission_authority,HAD/A/F 1417-1717,FDA,51778,b28aa07c658c,4,"raw/sources/RA/04_제품별 인허가 진행 문서/01_HAD1717MC(MG)/▶ CE MDD/■ 9. TCF_HAD1717MC, MG 230215 (Rev.7) - Label update/05. Software_Validation/A-TCF-5-010_Software Validation 221201 (Rev.3).docx",raw/sources/_preprocessed/RA/_combined/9e6832721f95/A-TCF-5-010_Software Validation 221201 (Rev.3)__9e6832721f95_combined.txt
221,ingest-1781569954375-5mt,P1_CORE_RA_EVIDENCE,270,submission_authority,HAD/A/F 1417-1717,FDA,62182,18416785aa67,1,"raw/sources/RA/05_해외 등록 서류 (영업팀 F-up)/250116 ★인도(CDSCO)(재) MC, 23G/241230 - 인도 MC 제조소등록/Software validation/A-TCF-5-010_Software Validation 221201 (Rev.3).pdf",raw/sources/_preprocessed/RA/_combined/b63c211961b6/A-TCF-5-010_Software Validation 221201 (Rev.3)__b63c211961b6_combined.txt
222,ingest-1781569954384-dlq,P1_CORE_RA_EVIDENCE,268,submission_authority,HAD/A/F 1417-1717,FDA,19946,811e5c138154,10,raw/sources/RA/04_제품별 인허가 진행 문서/01_HAD1717MC(MG)/▶ CE MDD/■ 3. 3차 CE TCF 보안사항 제출 (12월10일)/04. Test report/EN 62220-1-1 DQE Test report rev1 20200310.docx,raw/sources/_preprocessed/RA/_combined/2bd40d8f5dc5/EN 62220-1-1 DQE Test report rev1 20200310__2bd40d8f5dc5_combined.txt
223,ingest-1781569954408-xd1,P1_CORE_RA_EVIDENCE,268,submission_authority,HAD/A/F 1417-1717,FDA,25665,027200134513,6,raw/sources/RA/04_제품별 인허가 진행 문서/01_HAD1717MC(MG)/▶ CE MDD/■ 3. 3차 CE TCF 보안사항 제출 (12월10일)/04. Test report/EN 62220-1-1 DQE Test report rev1 20200310.pdf,raw/sources/_preprocessed/RA/_combined/c2e63259eb7e/EN 62220-1-1 DQE Test report rev1 20200310__c2e63259eb7e_combined.txt
224,ingest-1781569954376-695,P1_CORE_RA_EVIDENCE,268,submission_authority,HAD/A/F 1417-1717,general,15287,37edf93018dc,6,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ CE MDD/■ 10. TCF_ADD(HAD1417MCW) 230215 (Rev.5) - Label Update/Attachment 09. Usability Engineering File/09-02. Usability Validation Plan (Doc.No. A-TCF-5-039(rev.0)).docx,raw/sources/_preprocessed/RA/_combined/cad233287f21/09-02. Usability Validation Plan (Doc.No. A-TCF-5-039(rev.0))__cad233287f21_combined.txt
225,ingest-1781569954372-2x1,P1_CORE_RA_EVIDENCE,268,submission_authority,HAD/A/F 1417-1717,general,7929,343d82050587,6,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ CE MDD/■ 10. TCF_ADD(HAD1417MCW) 230215 (Rev.5) - Label Update/Attachment 09. Usability Engineering File/09-03. Usability Validation Report (Doc.No.A-TCF-5-040(rev.0)).docx,raw/sources/_preprocessed/RA/_combined/5e89a13d0f8a/09-03. Usability Validation Report (Doc.No.A-TCF-5-040(rev.0))__5e89a13d0f8a_combined.txt
226,ingest-1781569954377-7f8,P1_CORE_RA_EVIDENCE,268,submission_authority,HnX,MFDS/domestic,92983,7f44b956c174,5,"raw/sources/RA/04_제품별 인허가 진행 문서/06_HnX-P1, HnX-PB/독일 BfarM 등록/D. 기술문서 최신본/6. Product Verification and Validation/1. Test report/[HnX-P1, PB] IEC 60601-1-2 Test report (ed.4.1, Kolas).pdf","raw/sources/_preprocessed/RA/_combined/f0d512fe0b75/[HnX-P1, PB] IEC 60601-1-2 Test report (ed.4.1, Kolas)__f0d512fe0b75_combined.txt"
227,ingest-1781569954404-tdz,P1_CORE_RA_EVIDENCE,268,submission_authority,HnX,MFDS/domestic,85687,e104c9cc4183,5,raw/sources/RA/04_제품별 인허가 진행 문서/07_Retrofit (HnX-R1)/★ FDA 510(k) - K252912/참고자료/참고 - 국내 기술문서/03. 기술문서 첨부자료/03 제품의 성능 및 안전을 확인하기 위한 자료/02 전자파 안전에 관한 자료/2.2 [23G Series - 2] IEC 60601-1-2 Test report (Kolas).pdf,raw/sources/_preprocessed/RA/_combined/a496fe61c7bb/2.2 [23G Series - 2] IEC 60601-1-2 Test report (Kolas)__a496fe61c7bb_combined.txt
228,ingest-1781569954384-ec4,P1_CORE_RA_EVIDENCE,268,submission_authority,HnX,MFDS/domestic,74440,c1f840714169,5,raw/sources/RA/04_제품별 인허가 진행 문서/07_Retrofit (HnX-R1)/★ FDA 510(k) - K252912/참고자료/참고 - 국내 기술문서/03. 기술문서 첨부자료/03 제품의 성능 및 안전을 확인하기 위한 자료/02 전자파 안전에 관한 자료/2.1 [23G Series - 1] IEC 60601-1-2 Test report (Kolas).pdf,raw/sources/_preprocessed/RA/_combined/316e7f3ff66a/2.1 [23G Series - 1] IEC 60601-1-2 Test report (Kolas)__316e7f3ff66a_combined.txt
229,ingest-1781569954391-l1q,P1_CORE_RA_EVIDENCE,268,submission_authority,HAD/A/F 1417-1717,MFDS/domestic,45934,a8afaad35a5e,5,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ CE MDD/■ 4. ADD(HAD1417MCW) Dimdi 등록관련 기술문서 제출 220215/D TCF/Attachment 08. Software Validation Report/8-2 Software IEC 62304 checklist (A-TCF-5-047).pdf,raw/sources/_preprocessed/RA/_combined/64beefc0f8a4/8-2 Software IEC 62304 checklist (A-TCF-5-047)__64beefc0f8a4_combined.txt
230,ingest-1781569954374-4ia,P1_CORE_RA_EVIDENCE,268,submission_authority,HnX,MFDS/domestic,577392,388509fa1458,4,"raw/sources/RA/04_제품별 인허가 진행 문서/06_HnX-P1, HnX-PB/독일 BfarM 등록/D. 기술문서 최신본/6. Product Verification and Validation/1. Test report/3. [HnX-P1] IEC 60601-1(CB) Test report.pdf",raw/sources/_preprocessed/RA/_combined/9321fecd169a/3. [HnX-P1] IEC 60601-1(CB) Test report__9321fecd169a_combined.txt
231,ingest-1781569954376-6db,P1_CORE_RA_EVIDENCE,268,submission_authority,HnX,MFDS/domestic,153601,d16086113efe,3,"raw/sources/RA/04_제품별 인허가 진행 문서/06_HnX-P1, HnX-PB/독일 BfarM 등록/D. 기술문서 최신본/6. Product Verification and Validation/1. Test report/2. [HnX-PB] IEC 60601-1(CB) Test report.pdf",raw/sources/_preprocessed/RA/_combined/cebc4350bbe2/2. [HnX-PB] IEC 60601-1(CB) Test report__cebc4350bbe2_combined.txt
232,ingest-1781569954378-7xi,P1_CORE_RA_EVIDENCE,268,submission_authority,HnX,FDA,113382,1ded8be20848,3,"raw/sources/RA/04_제품별 인허가 진행 문서/07_Retrofit (HnX-R1)/★ FDA 510(k) - K252912/참고자료/참고 - 2,3G FDA 문서/VOL_008_Appendix G EMC Test Report/002_[A1417MCW, F1417MCW] IEC 60601-1-2 KOLAS Test report (4.1)_unlocked.pdf","raw/sources/_preprocessed/RA/_combined/0095fe4a77c9/002_[A1417MCW, F1417MCW] IEC 60601-1-2 KOLAS Test report (4.1)_unlocked__0095fe4a77c9_combined.txt"
233,ingest-1781569954385-et3,P1_CORE_RA_EVIDENCE,268,submission_authority,HnX,FDA,103462,b8bbe55c22a0,3,"raw/sources/RA/04_제품별 인허가 진행 문서/07_Retrofit (HnX-R1)/★ FDA 510(k) - K252912/참고자료/참고 - 2,3G FDA 문서/VOL_008_Appendix G EMC Test Report/003_[A1717MCW] IEC 60601-1-2 KOLAS Test report (4.1)_unlocked.pdf",raw/sources/_preprocessed/RA/_combined/35190c2baffe/003_[A1717MCW] IEC 60601-1-2 KOLAS Test report (4.1)_unlocked__35190c2baffe_combined.txt
234,ingest-1781569954377-71s,P1_CORE_RA_EVIDENCE,268,submission_authority,HnX,MFDS/domestic,3652,e4daa314ee59,3,"raw/sources/RA/04_제품별 인허가 진행 문서/06_HnX-P1, HnX-PB/독일 BfarM 등록/D. 기술문서 최신본/6. Product Verification and Validation/1. Test report/1. [HnX-P1, PB] IEC 60601-1(CB) Certificate.pdf","raw/sources/_preprocessed/RA/_combined/e536618deddd/1. [HnX-P1, PB] IEC 60601-1(CB) Certificate__e536618deddd_combined.txt"
235,ingest-1781569954375-5jp,P1_CORE_RA_EVIDENCE,268,submission_authority,HnX,general,50467,79ba38595dbb,2,"raw/sources/RA/04_제품별 인허가 진행 문서/06_HnX-P1, HnX-PB/공통 - CSDT/[Attachment] 4. Summary of Design Verification/1.4. Safety EMC Test report/3.1 [HnX-P1, PB] H&abyz_EN 301 489 -1, -17 Test report.pdf","raw/sources/_preprocessed/RA/_combined/b3915845cb9e/3.1 [HnX-P1, PB] H&abyz_EN 301 489 -1, -17 Test report__b3915845cb9e_combined.txt"
236,ingest-1781569954385-etk,P1_CORE_RA_EVIDENCE,268,submission_authority,HAD/A/F 1417-1717,general,45245,fa1b442f1de6,2,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ CE MDD/■ 1. 2차 CE 인허가/Attachment 08. Software Validation Report/8-2 Software IEC 62304 checklist (A-TCF-5-047).xlsx,raw/sources/_preprocessed/RA/_combined/353b00f862da/8-2 Software IEC 62304 checklist (A-TCF-5-047)__353b00f862da_combined.txt
237,ingest-1781569954374-3vq,P1_CORE_RA_EVIDENCE,268,submission_authority,HnX,MFDS/domestic,25728,cf935c4bb101,2,raw/sources/RA/04_제품별 인허가 진행 문서/07_Retrofit (HnX-R1)/★ FDA 510(k) - K252912/참고자료/참고 - 국내 기술문서/03. 기술문서 첨부자료/03 제품의 성능 및 안전을 확인하기 위한 자료/03 성능에 관한 자료/2. 사이버보안/7. A-CLA-HNXR1_Cybersecurity Labeling.docx,raw/sources/_preprocessed/RA/_combined/7eb9f3a4a509/7. A-CLA-HNXR1_Cybersecurity Labeling__7eb9f3a4a509_combined.txt
238,ingest-1781569954421-19k6,P1_CORE_RA_EVIDENCE,268,submission_authority,HnX,FDA,25334,8746785f124c,2,"raw/sources/DHF (인허가)/05_HnX-P1, HnX-PB/92_인증 - FDA/Attachment/Test report/033_MD RF EMC test report (Rev).pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/fb1fde7b155a/033_MD RF EMC test report (Rev)__fb1fde7b155a_combined.txt
239,ingest-1781569954419-17x6,P1_CORE_RA_EVIDENCE,268,submission_authority,CYAN,general,16211,e2ba75901153,2,"raw/sources/DHF (인허가)/07_(CYAN) GT1717C, GT1717CP/90_규격 Test report/1. 시험소 제출서류/11. 부품인증서_사양서/기구물/전체 기구물 (카본제외)/물성표/AL6061 MSDS.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/9a1c3083806f/AL6061 MSDS__9a1c3083806f_combined.txt
240,ingest-1781569954421-19id,P1_CORE_RA_EVIDENCE,268,submission_authority,CYAN,MFDS/domestic,11975,e83ee6f8c2e7,2,"raw/sources/DHF (인허가)/07_(CYAN) GT1717C, GT1717CP/90_규격 Test report/1. 시험소 제출서류/11. 부품인증서_사양서/POE Injector (POE29U-1AT(PL))/KCPOE29U-1ATPL-KC 전기안전.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/f872a644c96c/KCPOE29U-1ATPL-KC 전기안전__f872a644c96c_combined.txt
241,ingest-1781569954418-16eo,P1_CORE_RA_EVIDENCE,268,submission_authority,CYAN,general,6890,14cceb6a21af,2,"raw/sources/DHF (인허가)/07_(CYAN) GT1717C, GT1717CP/90_규격 Test report/1. 시험소 제출서류/11. 부품인증서_사양서/기구물/카본/물성표/1. MSDS.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/422fb7dcb911/1. MSDS__422fb7dcb911_combined.txt
242,ingest-1781569954417-15vy,P1_CORE_RA_EVIDENCE,268,submission_authority,CYAN,general,1922,fc21131e4024,2,"raw/sources/DHF (인허가)/07_(CYAN) GT1717C, GT1717CP/90_규격 Test report/1. 시험소 제출서류/11. 부품인증서_사양서/POE Injector (POE29U-1AT(PL))/CEPOE29X-1AT1AF-CE EMC.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/232f7b96642d/CEPOE29X-1AT1AF-CE EMC__232f7b96642d_combined.txt
243,ingest-1781569954420-18y8,P1_CORE_RA_EVIDENCE,268,submission_authority,HnX,FDA,734647,3259338d5d66,1,"raw/sources/DHF (인허가)/05_HnX-P1, HnX-PB/92_인증 - FDA/Attachment/Test report/031_MD Safety & Performance test report (Rev).pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/d812e808bf00/031_MD Safety & Performance test report (Rev)__d812e808bf00_combined.txt
244,ingest-1781569954420-18da,P1_CORE_RA_EVIDENCE,268,submission_authority,HnVUE,FDA,39654,fb689e65fe36,1,raw/sources/DHF (인허가)/09_HnVUE/92_인증 - FDA/참고샘플 - Aspenview/[AI-AspenView-SVR-003] Software Validation Report_Appendix 2. SDS Testing_Traceabiltiy (rev.2).pdf,raw/sources/_preprocessed/DHF (인허가)/_combined/b55a615f56c7/[AI-AspenView-SVR-003] Software Validation Report_Appendix 2. SDS Testing_Tracea__b55a615f56c7_combined.txt
245,ingest-1781569954371-1jr,P1_CORE_RA_EVIDENCE,268,submission_authority,HnX,MFDS/domestic,31623,ff397e7dff4a,1,raw/sources/RA/04_제품별 인허가 진행 문서/07_Retrofit (HnX-R1)/★ FDA 510(k) - K252912/참고자료/참고 - 국내 기술문서/03. 기술문서 첨부자료/03 제품의 성능 및 안전을 확인하기 위한 자료/03 성능에 관한 자료/2. 사이버보안/7. A-CLA-HNXR1_Cybersecurity Labeling.pdf,raw/sources/_preprocessed/RA/_combined/327195dc2bbe/7. A-CLA-HNXR1_Cybersecurity Labeling__327195dc2bbe_combined.txt
246,ingest-1781569954419-17c4,P1_CORE_RA_EVIDENCE,268,submission_authority,HnVUE,FDA,18576,312d6aaf86d1,1,raw/sources/DHF (인허가)/09_HnVUE/92_인증 - FDA/참고샘플 - Aspenview/[AI-AspenView-SVR-002] Software Validation Report_Appendix 1. SRS (rev.1).pdf,raw/sources/_preprocessed/DHF (인허가)/_combined/7760ef01f7e2/[AI-AspenView-SVR-002] Software Validation Report_Appendix 1. SRS (rev.1)__7760ef01f7e2_combined.txt
247,ingest-1781569954420-192h,P1_CORE_RA_EVIDENCE,268,submission_authority,HnVUE,FDA,4983,be959e83c02f,1,raw/sources/DHF (인허가)/09_HnVUE/92_인증 - FDA/참고샘플 - Aspenview/AspenView Software Validation Report_LoC.pdf,raw/sources/_preprocessed/DHF (인허가)/_combined/ded3b1681d8b/AspenView Software Validation Report_LoC__ded3b1681d8b_combined.txt
248,ingest-1781569954417-15s4,P1_CORE_RA_EVIDENCE,268,submission_authority,CYAN,general,1123,b34a4260dec3,1,"raw/sources/DHF (인허가)/07_(CYAN) GT1717C, GT1717CP/90_규격 Test report/1. 시험소 제출서류/12. EMC - 기재사항 및 클락주파수/Cyan(GT1717C,GT1717CP)_Frequency.docx","raw/sources/_preprocessed/DHF (인허가)/_combined/1d7e0e85fef8/Cyan(GT1717C,GT1717CP)_Frequency__1d7e0e85fef8_combined.txt"
249,ingest-1781569954418-16lp,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,FDA,53879,51b2a4b0f164,25,"raw/sources/DHF (인허가)/03_A1417MCW, A1717MCW, F1417MCW/05_설계개발 검증 및 유효성 확인/06_Risk Management/A-TCF-5-103 Risk Management Plan Rev.4_update.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/4df5f455735a/A-TCF-5-103 Risk Management Plan Rev.4_update__4df5f455735a_combined.txt
250,ingest-1781569954420-18m8,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,CE/MDR,5436,96de7c040454,20,"raw/sources/DHF (인허가)/03_A1417MCW, A1717MCW, F1417MCW/05_설계개발 검증 및 유효성 확인/06_Risk Management/A-TCF-5-103-1 Estimating the probability of occurrence of harm.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/c3d28e36b68f/A-TCF-5-103-1 Estimating the probability of occurrence of harm__c3d28e36b68f_combined.txt
